title,description,posted_date,price,partitioning,surface,floor,rooms,terrace,parking,cellar,source_offer,neighborhood,posted_date_month,price_sqm
"apartament 3 camere, nou, 2019, gheorgheni","oxygen estate recomanda spre inchiriere un apartament cu 3 camere situat in cartierul gheorgheni, zona interservisan . apartamentul este spatios si se compune din 2 dormitoare, un living spatios si luminos, bucatarie complet mobilata si utilata, baie, hol, la care se adauga 1 balcoane. locuinta este ingrijita, zona este linistita, cu spatii verzi, este aproape de mijloacele de transport in comun, magazine, scoli, gradinite, parc si cu acces facil spre centrul orasului. apartamentul dispune de parcare privata, se inchiriaza complet mobilat si utilat cum se vede in fotografii, fiind ideal pentru o familie, un cuplu tanar, sau un grup de tineri. ocupabil imediat! pentru alte informatii va stam la dispozitie!  id: 8753.",2019-09-02,650.0,semidecomandat,70.0,4,3.0,True,True,False,unknown,gheorgheni,9,9.285714285714286
inchiriere apartament 2 camere 48 mp buna ziua,id oferta: 610homeward imobiliare va propune spre inchiriere un apartament cu 2 camere 48 mp situat in zona grand hotel italia cartierul buna ziua.apartamentul este pozitionat la etajul 9 dintr-un imobil cu 10 niveluri.in ceea ce priveste compartimentarea acesta este semidecomandat avand urmatoarele caracteristici: 1 dormitor 1 living 1 bucatarie baie balcon.locuinta beneficiaza de: ferestre termopan parchet gresie faianta usa metalica la intrare centrala proprie apometre.se inchiriaza complet mobiliat si utilatparerea agentului: apartamentul se afla la prima inchiriere. este modern mobilat si ultra finisat. ideal pentru un cuplu sau studenti. dispune de incalzire in pardoseala.in cazul în care aceasta oferta va este pe plac nu ezitati sa ne contactati .id intern: p610,2019-09-02,450.0,,48.0,9,2.0,True,False,False,unknown,buna ziua,9,9.375
ap.40 mp langa kaufland marasti,"ofer ap 40 mp compus din dormitor living bucatarie baie si terasa in bloc nou ,are si parcare. din 1 oct",2019-09-28,350.0,,40.0,nan,1.0,True,False,False,owner,marasti,9,8.75
"apartament nou, 4 camere, decomandat, marasti, zona expo transilvania","residence imobiliare va ofera spre inchiriere un apartament situat la etajul 2 intr-un imobil din cluj-napoca, cartierul marasti, zona expo transilvania, aproape de mijloacele de transport in comun. apartamentul are o suprafata de 78 mp si este decomandat, compartimentat in 3 dormitoare, living, bucatarie, doua bai si doua balcoane. se ofera spre inchiriere complet renovat, mobilat si utilat recent. locuinta este disponibila spre inchiriere imediat!",2019-09-02,800.0,decomandat,78.0,2,4.0,True,False,False,unknown,marasti,9,10.256410256410257
apartament 3 camere-bloc nou-parcare subterana,"inchiriem un apartament cu 3 camere, cu o dispunere excelenta, avand bucataria separata, un living spatios cu loc de dining si doua dormitoare.ambele camere de dormitor au terase de cca 18 mp. apartamentul are doua bai si mai dispune si de parcare subterana.finisajele sunt actuale, iar mobilierul si electrocasnicele, electricele, etc. sunt noi-in garantie.",2019-09-28,600.0,decomandat,80.0,1,3.0,True,True,False,real estate agency,centru,9,7.5
apartament 2 camere decomandate manastur,"inchiriem un apartament cu doua camere decomandate, ,situat la etaj intermediar ,intr-un imobil situat la 3-5 min de mc donald""s  si cam la aceiasi distanta de complexul comercial big. apartamentul este mobilat modern si are toate utilarile necesare unei sederi pe termen lung,intr-un mod cat mai reconfortant dupa o zi de munca sau de studii.",2019-09-28,330.0,decomandat,48.0,5,2.0,True,False,False,real estate agency,manastur,9,6.875
apartament 3 camere decomandate mărăști,"propunem spre închiriere un apartament cu trei camere decomandate, situat la etajul 1, intr-un imobil la câteva minute de brd si piața mărăști. apartamentul este mobilat modern și este pretabil atât unor familii, cat si a unor persoane care doresc să locuiască împreună, dar fiecare în camera lui.",2019-09-28,520.0,decomandat,72.0,1,3.0,True,True,False,real estate agency,marasti,9,7.222222222222222
garsoniera de închiriat zona mărăști/ piața 1 mai,"închiriez garsoniera cu 2 paturi single, baie, bucătărie, masina de spălat rufe, aragaz, frigider, centrală termică proprie, internet, televizor.locația: piața 1 mai, str. tăbăcarilor nr.9.situat in apropierea mijloacelor de transport -  5 min pana la stația p-ța 1 mai.prețul este de 250€/luna + 250€ garanție.pentru mai multe detalii 0742460010",2019-09-21,250.0,decomandat,38.0,ground floor,1.0,False,False,False,owner,marasti,9,6.578947368421052
"apartament 2 camere decomandate, marasti, zona iulius mall","residence imobiliare va ofera spre inchiriere un apartament situat la etajul 2 intr-un imobil din cluj-napoca, cartierul marasti, intre lacuri, zona iulius mall, aproape de mijloacele de transport in comun. apartamentul are o suprafata de 50 mp si este decomandat, compartimentat in 2 camere, dintre care una cu pat matrimonial si una cu canapea extensibila, o bucatarie, o baie. se ofera spre inchiriere complet mobilat si utilat si dispune de centrala termica proprie si aer conditionat . este ideal pentru doua persoane sau un cuplu si este disponibil imediat!",2019-09-02,420.0,decomandat,50.0,2,2.0,False,False,False,unknown,marasti,9,8.4
ap lux cartier grigorescu,"ofer spre închiriere ap 2 camere mobilat și utilat nou conform poze , dispune și de 2 terase cu vedere spre grigorescu și centru , zona liniștita , verde , loc de joaca pt copii , deasemena dispune și de garaj subteran ... ap este situat in blocul care găzduiește mega image grigorescu",2019-09-23,400.0,,55.0,3,2.0,False,True,False,owner,grigorescu,9,7.2727272727272725
"apartament 2 camere, 53 mp + 7mp balcon, garaj, studium green venus","ofer spre inchiriere apartament cu 2 camere, situat in complex studium green venus.apartamentul este pozitionat la etajul 3 intr-un imobil cu 5 niveluri si dispune de o suprafata utila de 53mp, avand un balcon de 7mp cu o priveliste minunata. este semidecomandat si compus din: 2 camere, bucatarie, baie, hol si balcon. apartamentul este complet mobilat si utilat, cu mobilier executat la comanda.imobilul este situat intr-o zona linistita, cu spatii verzi, este aproape de mijloacele de transport in comun, magazine, scoli, gradinite, parc si cu acces facil spre centrul orasului si iulius mall.in pret este inclus si un loc de parcare subteran.",2019-09-21,500.0,semidecomandat,53.0,3,2.0,True,True,False,owner,centru,9,9.433962264150944
"inchiriere apartament ,  4 camere , cartier zorilor","apartament cu 4 camere in cluj-napoca, cartierul zorilor, in apropiere de umf. suprafata apartamentului este de 82mp si este situat la etajul 2 din 4 etaje. apartamentul este confort 1 semidecomandat si este dotat cu centrala proprie, 2 bai, 1 balcon, faianta clasica, faianta moderna, gresie clasica, gresie moderna, parchet laminat. acesta are garaj de tip tabla. imobilul mobilat si utilat clasic mai are si alte dotari precum televizor, frigider, masina de spalat, aragaz, boxa, lift, interfon. apartamentul este orientat nord-sud. se inchireaza prin agentie.",2019-09-27,600.0,semidecomandat,82.0,2,4.0,True,False,True,owner,zorilor,9,7.317073170731708
inchirier apartament,"inchiriez apartament cu 2 camere decomandat in strada clabucet manasturbalcon, geamuri termopane, centrala termica, frigider, masina de spalat; mai multe detalii la telefon.este disponibil cu data 01 octombrie.",2019-09-21,350.0,,42.0,nan,2.0,True,False,False,owner,manastur,9,8.333333333333334
inchiriez ap 3 cam in cluj napoca/manastur/big/carrefour,"aprtament in bloc izolat, bucatarie dotata si utilata, centrala termica, masina de spalat, apartament mobilat partial.",2019-09-22,400.0,semidecomandat,65.0,nan,3.0,False,False,False,owner,manastur,9,6.153846153846154
"apartament, 2 camere, 51 mp, zona str. edgar quinet","oferta id: 2400va prezentam un apartament modern, situat intr-un imobil nou, ideal pentru persoanele care isi doresc sa locuiasca intr-o zona cu acces facil catre toate punctele de interes ale orasului.privo imobiliare inchiriaza: apartament 2 camere, semidecomandat, complet mobilat si utilat, avand suprafata utila de 51 mp, situat la etajul 2 al unui imobil de 4 niveluri, in zona strazii edgar quinet, cartierul manastur.disponibil pentru ocupare imediata, apartamentul dispune de balcon, centrala termica proprie, geamuri termopan din tamplarie pvc, usa metalica; costurile de intretinere sunt reduse datorita izolatiei blocului dar si datorita centralei proprie cu care este dotat apartamentul. un aspect de retinut si de luat in considerare este utilarea completa cu electrocasnice.este ideal unui cuplu sau unei singure persoane; modalitatea de amenajare a intregului apartament combina placutul cu utilitatea.contactati-ne cu incredere daca aceasta oferta se pliaza necesitatilor dumneavoastra pentru vizionari sau mai multe detalii.",2019-09-02,360.0,semidecomandat,51.0,2,2.0,True,False,False,unknown,not found,9,7.0588235294117645
"apartament 3 camere decomandate, zona str. pasteur, zorilor","oxygen estate recomanda spre inchiriere un apartament cu 3 camere situat in cartierul zorilor, zona str. pasteur.apartamentul este spatios si se compune din 3 dormitoare, bucatarie complet mobilata si utilata, baie, hol, la care se adauga 1 balcon. locuinta este ingrijita, zona este linistita, cu spatii verzi, este aproape de mijloacele de transport in comun, magazine, scoli, gradinite, parc si cu acces facil spre centrul orasului. apartamentul se inchiriaza complet mobilat si utilat cum se vede in fotografii, fiind ideal pentru o familie, un cuplu tanar, sau un grup de tineri.ocupabil imediat! pentru alte informatii va stam la dispozitie!  id: 8755.",2019-09-02,530.0,decomandat,76.0,nan,3.0,True,False,False,unknown,zorilor,9,6.973684210526316
"apartament 2 camere ultracentral, blv. eroilor","ofer spre închiriere un apartament cu 2 camere, hol, dressing, baie și bucătărie, situat pe bulevardul eroilor, lângă primarie, în centrul istoric al orașului. suprafața utilă este de 45 de mp la care se adaugă 11 mp reprezentând terasa generoasă a apartamentului.este la prima închiriere după o renovare generală, mobila de bucătărie și electrocasnicele fiind noi.apartamentul este disponibil imediat.de asemenea, în curtea imobilului se poate realiza accesul auto, având astfel un loc de parcare asigurat.preț ~ 450 € (pt o persoană) / 470 € (pt 2 persoane)",2019-09-22,450.0,nedecomandat,45.0,1,2.0,True,True,False,owner,centru,9,10.0
dau in chirie apart. cu 2 camere,"închiriez apartament cu 2 camere, decomandat , pe calea manastur ( zona calvaria), etaj 7/9, lift, renovat , mobilier nou , electrocasnice (televizor, aspirator, mașina de spălat, aragaz, frigider, cuptor cu microunde ), balcon închis, spatios, prima închiriere . zona buna , in apropiere stații de autobuz, magazine ( profi, kaufland )",2019-09-22,500.0,nedecomandat,67.0,7,2.0,True,False,False,owner,manastur,9,7.462686567164179
de închiriat,"ofer spre închiriere apartament cu o cameră,mobilat,utilat.apartamentul are o suprafață de 43mp este situat la et 1 într-o clădire cu parter+etaj,se află pe str cuza-vodă la 400m de catedrală!este pretabil pt o familie,cuplu sau studenți serioși,etc.",2019-09-22,460.0,nedecomandat,43.0,1,1.0,False,False,False,owner,not found,9,10.69767441860465
dau in chirie 2 camere decomandate la 350 e,"apartamentul are panorama spre apus , este calduros = la etajul 3 din 4 , la mijlocul blocului, decomandat , contorizat = apa , gazul si curentul , mobilat ,faianta , gresie , parchet ,termopane, usa metalica , utilat cu masina de spalat , frigider , aragaz , ct , televizor, internet , interfon , loc de parcare ,zona linistita , aproape de centrul orasului..pret de inchiriere 350 e plus garantie .",2019-09-22,350.0,,72.0,3,1.0,False,True,False,owner,centru,9,4.861111111111111
"apartament 2 camere in imobil nou, zorilor + terasa, spital recuperare","residence imobiliare ofera spre inchiriere un apartament cu suprafata de 54 mp in cartierul zorilor, zona spitalului de recuperare. acesta este situat la etajul 1 al unui imobil nou. este compartimentat intr-un living open space cu bucataria, un dormitor cu pat matrimonial si spatiu de depozitare, o baie cu cabina cu sticla securizata si un balcon. locuinta este finisata modern si este ideala pentru un cuplu sau o singura persoana! disponibil de la 1 octombrie",2019-09-02,550.0,semidecomandat,54.0,1,2.0,True,False,False,unknown,zorilor,9,10.185185185185185
inchiriez apartament 3 camere 80 mp/cartier gheorgheni,"se da in chirie apartament cu 3  camere având suprafața de 80 mp, decomandat, compus din sufragerie,  dormitor, cameră de zi si bucatarie. totodata fiecare camera are balcon propriu.finisajele sunt clasice, incalzirea se face prin centrala termica proprie, ferestrele sunt de tip termopan cu profil pvc, dispune de gresie si faianta in bucatarie si baie, parchet in camere, iar peretii sunt zugraviti in lavabil. totodata exista si un wc de servici.zona este linistita, cu multe spatii verzi, fiind aproape de mijloacele de transport in comun, magazine, farmacie, unitati de invatamant, parc si cu acces facil spre centrul orasului. este la 7 minute de mers pe jos pana in centru și 7 min de mers pe jos până la iulius mall.apartamentul se inchiriaza complet mobilat si utilat.pentru alte detalii va rugam sa ne contactati.",2019-09-20,550.0,nedecomandat,80.0,1,3.0,True,False,False,owner,gheorgheni,9,6.875
inchiriez apartamen 3 camere zorilor,"agentia noastra va propune un superb apartament de 3 camere decomandat situat in cartierul zorilor, in spate la leroy merlin, aproape de mijloacele de transport in comun, facultati, sali de sport etc. apartamentul este format din 3 camere decomandate,. 3 bai, la cerere se poate pune la dispozitie si loc de parcare. pentru mai multe detalii va rog sa ne contactati telefonic 0746217747 0747429759",2019-09-02,600.0,decomandat,60.0,2,3.0,False,True,False,unknown,zorilor,9,10.0
"apartament 3 camere, parcare, 65 mp, zona strazii aurel vlaicu","blitz ofera spre inchiriere apartament cu 3 camere, in cartierul marasti, zona strazii aurel vlaicu.
este pozitionat la etajul 7 din 9 al unui imobil nou finalizat in anul 2018.
dispune de o suprafata utila de 65 mp plus o terasa de 15 mp.
compartimentat modern, compus din living open space cu bucataria, 2 dormitoare, o baie, hol si terasa.
mobilierul este de inalta calitate fiind gandit sa optimizeze la maxim spatiul disponibil in apartament.
dotarile sunt de asemenea moderne, avand tv led, masina de spalat vase, cuptor si plita electrica, masina de spalat rufe , frigider si aer  pretul de inchiriere este inclus si un loc de parcare subteran.

blitz 41083ai",2019-09-02,690.0,,65.0,7,3.0,True,True,False,unknown,marasti,9,10.615384615384615
"apartament cu panorama spre oras, zona spitalului de recuperare","koncept imobiliare va propune spre inchiriere un apartament superfinisat, cu 2 camere decomandate, in zona spitalului de recuperare. este situat la etajul 8 al unui imobil nou, cu 10 etaje, oferind o panorama deosebita asupra orasului. are o suprafata utila de 52mp, compartimentata in 2 camere, 1 bucatarie separata, 1 baie, 2 holuri cu dressing, plus un balcon de 5mp. se inchiriaza complet mobilat si utilat modern, cu ac, centrala termica, aragaz, combina frigorifica, masina de spalat rufe cu uscator, tv si este disponibil imediat. pentru confortul dumneavoastra, in pret este inclus si un loc de parcare in garajul subteran. pentru informatii suplimentare, programarea unei vizionari sau pentru a va prezenta oferta noastra completa, va rugam sa ne contactati telefonic, prin e-mail sau la sediul agentiei noastre de pe str. napoca nr. 10.",2019-09-02,535.0,decomandat,52.0,8,2.0,True,True,False,unknown,centru,9,10.288461538461538
2 camere zorilor,"suiradiv imobiliare vă propune spre închiriere un apartament cu 2 camere semidecomandate situat în cartierul zorilor, zona străzii nicolae steindhardt.  apartamentul este compus dintr-un living+bucătărie, 1 dormitor, 1 baie, 1 terasă de 30 mp, dispune și de un loc de parcare. imobilul se află la prima închiriere, fiind finalizat în anul 2019.id intern: 407alege suiradiv, pentru un nou început!",2019-09-02,470.0,semidecomandat,47.0,4,2.0,False,True,False,unknown,zorilor,9,10.0
